payment_id,card_id,billing_cycle_start,billing_cycle_end,statement_balance,minimum_payment_due,payment_amount,payment_date,payment_method,payment_status,late_payment_flag,days_past_due
2787,5017,2006-11-02,1980-09-15,2021,200,4379,1981-12-09,Debit Card,Paid,0.0,5
2788,13851,2004-02-06,1975-04-09,1209,108,4495,,ACH,paid,,-3
2789,2249,1970-04-17,1989-07-21,3262,112,2748,,Debit Card,paid,,0
2790,11288,2022-12-25,1994-07-18,1433,35,675,,Debit Card,Pending,0.0,-3
2791,2375,1987-12-27,2025-01-18,4171,48,4756,,Bank Transfer,Paid,1.0,5
2792,14699,1980-09-16,1981-04-30,3756,168,2640,,,Paid,0.0,10
2793,5828,1990-09-01,1971-06-11,3189,159,4130,1970-11-29,bank transfer,,,-3
2794,7759,2000-05-11,2021-02-24,926,105,2229,,ACH,,,-3
2795,7203,1993-10-11,1991-05-06,630,95,2957,,Debit Card,paid,1.0,-3
2796,9809,2010-12-21,2016-08-27,2221,74,5838,1984-05-14,,paid,0.0,-3
2797,37,2017-07-08,2023-02-25,4286,31,2513,2020-12-27,Bank Transfer,paid,0.0,10
2798,7518,1983-01-17,1995-01-05,3039,190,102,2014-04-18,,Pending,,0
2799,6348,1993-03-05,1999-09-01,3115,23,4856,,,,1.0,10
2800,817,1978-10-19,1970-06-11,4745,90,3911,,Bank Transfer,Pending,,0
2801,8339,1996-02-11,2013-07-16,3482,25,4840,1994-05-14,ACH,Paid,1.0,0
2802,8975,1995-01-10,1987-09-19,4370,188,5902,1977-08-19,ACH,Pending,,30
2803,13714,1980-09-30,1984-03-30,2130,88,3456,,,Pending,1.0,5
2804,3567,1979-02-20,2000-03-22,3936,125,336,,Bank Transfer,Paid,1.0,-3
2805,5178,1975-04-17,1973-12-17,1307,82,5920,,bank transfer,,1.0,-3
2806,14832,1999-04-18,2013-01-22,2877,72,5097,,Debit Card,paid,,30
2807,4856,2012-12-02,1984-04-24,2375,79,2547,,ACH,paid,1.0,-3
2808,11099,1974-02-26,1993-07-03,3831,76,2894,,bank transfer,Pending,0.0,5
2809,1303,2024-06-26,1987-09-20,3398,128,115,,Debit Card,paid,,-3
2810,8459,1989-02-05,1994-07-12,3753,118,5429,,Bank Transfer,paid,0.0,0
2811,4984,1994-05-07,2016-06-07,4691,165,4647,,Bank Transfer,Paid,0.0,-3
2812,12379,1979-03-27,1974-12-08,1753,52,5262,,ACH,Pending,1.0,10
2813,7393,1994-03-08,1985-11-06,3474,123,839,,ACH,Pending,,-3
2814,2428,2005-05-08,1971-09-23,3902,41,5151,,Bank Transfer,,1.0,-3
2815,3796,2006-01-26,2001-11-11,2512,132,2899,,Bank Transfer,paid,,0
2816,12824,1973-04-29,2014-06-18,761,30,858,1975-01-20,Debit Card,paid,1.0,-3
2817,5702,2010-06-06,2004-07-11,3592,120,2449,,Bank Transfer,paid,0.0,-3
2818,3904,2011-09-06,1974-08-24,1312,75,2077,,Bank Transfer,Paid,,0
2819,11867,1991-03-09,2025-07-13,2604,56,5620,,ACH,,,5
2820,11837,1998-06-12,1996-04-12,2157,126,2471,,Debit Card,Pending,,0
2821,4034,2000-10-15,2023-03-16,2848,161,1281,,bank transfer,Paid,0.0,5
2822,11801,2016-11-10,1989-12-07,2394,153,5935,,,Paid,,30
2823,11576,1973-11-13,1984-11-10,4002,173,112,,Debit Card,Pending,,5
2824,12885,1994-04-01,1981-01-25,916,29,2698,2002-03-24,,paid,1.0,10
2825,3273,1977-10-31,2024-04-22,2229,121,1314,,Debit Card,,0.0,5
2826,2636,2008-06-02,2011-03-21,3297,151,3080,1974-12-03,Debit Card,,0.0,10
2827,14463,1990-07-08,1985-01-02,1397,178,3239,,ACH,paid,0.0,0
2828,3197,1980-10-24,2013-06-30,1411,89,5089,,Debit Card,paid,0.0,30
2829,5922,2009-08-10,1978-05-26,1779,82,5286,,Debit Card,paid,1.0,30
2830,11907,2004-10-07,2005-12-29,4357,151,3704,,Bank Transfer,,0.0,10
2831,7321,1975-08-29,1998-02-03,3768,97,79,1972-06-15,bank transfer,,1.0,-3
2832,12505,1971-03-27,1995-12-07,1754,99,4570,1982-05-20,,paid,,0
2833,11594,1972-03-16,1996-12-23,2424,98,2209,,,Paid,0.0,10
2834,1687,1981-09-29,1986-11-26,3798,138,955,,bank transfer,Paid,,0
2835,1699,2015-04-15,1978-06-02,2883,141,3521,,Bank Transfer,Paid,1.0,10
2836,2779,2005-11-21,1985-11-27,1702,188,262,1976-04-07,Bank Transfer,paid,,10
2837,5189,2014-08-16,2014-06-19,2385,52,142,1995-04-25,Bank Transfer,Pending,0.0,10
2838,10027,1990-11-17,1997-11-29,2879,54,3201,2012-02-17,bank transfer,,,5
2839,267,1989-08-27,1989-07-03,2038,104,577,1975-04-09,bank transfer,Pending,0.0,5
2840,3874,2009-03-25,1980-01-28,4000,104,265,,bank transfer,Paid,1.0,-3
2841,7626,2008-10-28,2024-09-07,1632,77,5507,,,paid,,30
2842,11113,2025-11-07,1996-06-19,3054,176,451,,Debit Card,Paid,1.0,-3
2843,12570,2006-08-19,2006-08-10,4608,142,4202,,ACH,,1.0,5
2844,499,2009-03-12,2011-09-08,2582,128,3629,1994-03-13,,Paid,,30
2845,10562,2004-07-25,2011-02-02,835,139,2067,,,,,30
2846,993,2014-08-16,2004-11-29,1842,73,1485,,,Paid,,30
2847,13209,2000-11-27,2000-04-10,3558,169,3079,,Debit Card,Pending,,5
2848,11053,2022-06-24,2017-04-24,4472,79,3070,,Debit Card,paid,0.0,5
2849,9226,2014-04-22,1971-03-07,3225,174,4857,,ACH,,0.0,10
2850,602,2018-07-13,2000-08-05,4931,140,2430,,ACH,Paid,0.0,0
2851,11037,2003-02-15,1981-04-12,1361,43,1288,,Bank Transfer,Paid,,0
2852,8464,1991-01-15,1991-11-24,4942,60,2917,1988-04-29,ACH,Paid,,0
2853,7413,2010-12-29,2016-12-09,3475,23,2069,,,Pending,0.0,-3
2854,4062,2008-06-07,1990-01-31,4116,200,624,,ACH,Paid,1.0,5
2855,762,1990-03-12,2019-05-12,1273,188,881,1978-07-18,,Pending,,10
2856,11875,1998-03-20,1972-03-03,4725,31,2596,1974-08-27,bank transfer,,1.0,5
2857,8413,1983-05-17,2003-09-07,2384,141,4751,2020-09-06,ACH,,0.0,5
2858,2686,1990-12-14,1981-08-26,3265,142,3900,,ACH,Paid,,10
2859,3867,1972-08-29,1979-06-10,3606,130,5674,,Bank Transfer,paid,,-3
2860,12544,1987-01-22,2024-03-25,4883,73,4481,,ACH,,,0
2861,4412,1985-11-27,2009-11-09,4095,40,4719,,Bank Transfer,Pending,1.0,0
2862,6797,1987-08-20,2017-11-06,1108,66,5959,1985-04-20,Bank Transfer,paid,1.0,10
2863,12262,1993-09-29,2013-08-09,1359,30,456,,ACH,Pending,0.0,5
2864,13024,2016-01-11,2024-06-05,4679,121,5777,,,,,10
2865,1328,1979-09-06,2005-09-27,4284,83,3250,,,,1.0,30
2866,12176,2008-10-11,1972-09-25,4526,74,664,,,Paid,1.0,10
2867,7283,2007-01-28,2012-12-21,4061,54,4205,,Bank Transfer,Pending,,30
2868,8561,1992-01-24,1998-05-16,1836,86,623,,,,,0
2869,10298,1980-12-31,1972-01-16,3527,186,5522,2019-05-13,,,0.0,0
2870,207,2020-10-03,1999-01-15,1461,148,3861,1984-03-30,Debit Card,Paid,1.0,5
2871,1352,1990-12-13,1972-08-28,4315,118,2270,,,Pending,,-3
2872,3016,1989-12-25,1985-11-17,4711,189,4016,1980-05-06,Bank Transfer,,0.0,30
2873,9007,2024-04-04,2021-12-03,1459,193,2917,,bank transfer,Paid,0.0,10
2874,6357,2024-01-14,1992-06-02,688,118,5451,,,paid,0.0,5
2875,4651,1980-04-02,2009-03-08,3488,117,5039,,,Paid,1.0,5
2876,5062,1995-04-05,1982-07-16,1311,170,1798,,,Pending,,0
2877,12198,2024-03-05,2015-10-11,2240,168,2894,1976-04-23,Debit Card,paid,1.0,-3
2878,6695,1989-09-03,1995-10-03,2517,102,2873,,Debit Card,paid,,30
2879,14264,2008-04-10,1980-09-24,1662,137,5464,,bank transfer,paid,0.0,0
2880,13491,2016-07-17,2017-11-22,1091,85,2652,,bank transfer,paid,1.0,30
2881,14061,2024-07-06,1985-07-14,4262,130,3277,,bank transfer,,1.0,30
2882,8738,1982-07-24,2010-01-16,3831,40,5153,,ACH,Paid,0.0,5
2883,15291,2001-04-19,1973-11-20,1953,183,1568,,ACH,Pending,0.0,5
2884,1429,2021-08-12,1998-08-24,2856,122,261,,Debit Card,Paid,,10
2885,8726,2009-10-23,2022-06-02,3700,79,3466,,Bank Transfer,Paid,1.0,10
2886,958,1972-06-17,1992-08-14,4149,26,2194,,,paid,,5
2887,15,1997-08-17,1973-06-02,3551,102,4235,,Bank Transfer,Pending,0.0,0
2888,10297,2023-01-26,2015-05-18,4795,169,35,,Debit Card,Pending,,5
2889,231,1991-11-29,1981-09-03,2572,185,4821,,,Paid,,30
2890,13793,2008-06-05,1979-10-17,4183,135,5710,1971-01-31,Debit Card,paid,0.0,5
2891,6884,2000-12-08,1996-07-02,2602,91,2051,2003-05-08,ACH,Paid,0.0,0
2892,13906,2009-04-04,2005-05-07,2352,141,595,1992-08-28,bank transfer,Pending,0.0,0
2893,9028,2016-12-30,1997-03-02,2038,42,5486,2002-09-05,Debit Card,Paid,,30
2894,8288,2022-07-31,2021-08-26,2298,81,5429,,Bank Transfer,Pending,,10
2895,3851,1977-08-23,1975-12-22,1013,51,1911,1991-02-22,ACH,Pending,0.0,5
2896,6577,1989-03-21,2007-08-20,3267,99,3558,,ACH,paid,0.0,5
2897,2119,1979-01-01,2022-05-14,622,141,3281,,Debit Card,Pending,0.0,30
2898,6316,1999-11-04,2022-07-09,2028,61,5469,2014-02-05,,Pending,0.0,-3
2899,6913,1994-01-05,2021-06-24,2487,124,3168,1977-12-01,Bank Transfer,,1.0,10
2900,3385,1989-06-03,2016-08-16,4644,32,2699,,Bank Transfer,paid,1.0,-3
2901,1964,2023-04-21,2021-01-09,4974,129,4138,,bank transfer,Pending,0.0,5
2902,5988,2023-06-26,1986-05-15,4656,104,2535,1995-05-28,Bank Transfer,paid,,0
2903,1207,1983-02-14,1973-11-13,4762,174,2799,1994-11-01,Bank Transfer,paid,1.0,-3
2904,9919,1986-02-03,2003-11-29,552,134,3147,,,,0.0,5
2905,4227,1980-05-17,1985-04-14,1672,163,3134,,Bank Transfer,,1.0,0
2906,10868,1973-03-03,1971-11-25,1537,145,5366,1980-10-18,,Paid,0.0,0
2907,9627,1971-03-16,1992-06-01,2985,105,2608,2012-07-20,Debit Card,paid,0.0,5
2908,9459,1999-06-17,1971-03-07,2968,112,306,,ACH,,0.0,-3
2909,8043,1993-10-20,2025-07-07,1478,185,2366,1997-11-15,,paid,1.0,5
2910,1876,2026-02-07,1988-07-30,4017,176,1319,2004-10-08,ACH,Pending,0.0,10
2911,2408,2022-08-28,2007-10-10,936,150,3345,,ACH,,0.0,30
2912,1732,1981-11-20,1996-11-21,2501,200,324,,bank transfer,paid,,5
2913,10026,2010-12-08,1992-05-16,1445,197,1115,2026-02-20,Debit Card,,1.0,-3
2914,8672,1997-03-27,2004-09-22,931,148,2392,,,paid,,30
2915,13002,2025-12-31,1978-11-18,3863,61,3643,,Debit Card,,0.0,5
2916,2504,2016-04-23,1982-06-15,1969,200,1984,1994-03-20,bank transfer,paid,,10
2917,10391,1995-09-17,1987-08-14,3992,46,1076,,Debit Card,paid,0.0,5
2918,4879,1983-09-07,1979-06-19,4769,24,3778,,bank transfer,,,-3
2919,3178,2016-08-25,2023-05-30,2213,162,5314,,Bank Transfer,Pending,1.0,10
2920,7214,1984-09-24,1995-02-16,987,191,2825,,,Pending,1.0,0
2921,14341,2020-11-06,1972-10-29,2016,47,5792,,,Paid,1.0,-3
2922,12918,2018-09-10,2020-01-29,3018,154,2169,,bank transfer,paid,0.0,0
2923,13578,2008-02-26,2008-03-31,2692,24,179,,Debit Card,Pending,1.0,0
2924,3205,1981-01-04,1970-12-26,4642,89,4667,2007-07-18,Debit Card,Pending,0.0,0
2925,6763,2010-02-09,1976-07-23,1145,152,5207,1984-07-24,Debit Card,paid,,0
2926,9796,1971-04-16,1980-07-22,4122,136,5710,2010-05-05,Debit Card,Pending,,30
2927,15212,1980-09-04,2019-03-27,3091,172,5280,,Bank Transfer,Pending,0.0,5
2928,5259,1971-11-02,1990-11-15,1157,191,1146,,Bank Transfer,Pending,0.0,-3
2929,7512,2001-06-16,1994-11-17,3114,196,4917,,Bank Transfer,paid,1.0,30
2930,4325,1984-10-19,1973-05-13,3749,143,2731,,bank transfer,Paid,1.0,30
2931,7554,1979-05-25,1976-07-31,2285,137,5132,2000-04-26,Bank Transfer,Paid,0.0,-3
2932,14755,1987-04-01,1983-05-16,2518,146,3214,,Debit Card,Pending,,10
2933,10554,2003-05-01,1977-01-19,2597,66,1175,2013-05-28,Bank Transfer,Pending,1.0,30
2934,11910,2000-04-18,1995-06-14,3431,169,2883,,Debit Card,Paid,1.0,-3
2935,10501,1981-10-08,2010-01-25,4136,49,3921,1977-10-31,bank transfer,Paid,,-3
2936,11977,1985-03-01,2025-09-24,1393,180,5174,2000-04-20,Bank Transfer,,1.0,-3
2937,8824,2008-06-10,1983-04-14,4566,187,5606,,bank transfer,Paid,0.0,10
2938,3487,2019-02-22,1980-07-11,4950,186,2190,,,Pending,1.0,30
2939,6959,1971-05-01,1996-11-02,4247,169,3381,,ACH,paid,,10
2940,5703,1991-12-23,2007-09-16,1980,37,2625,,Debit Card,,1.0,0
2941,8668,1979-07-13,1980-08-30,3952,186,4438,1982-11-30,bank transfer,Paid,0.0,30
2942,5527,1981-02-27,2003-11-22,1016,79,3052,,ACH,,0.0,30
2943,13730,1992-10-30,2015-12-05,1179,138,26,,bank transfer,,0.0,5
2944,7736,1979-07-15,2022-05-15,2244,71,422,,bank transfer,Pending,0.0,0
2945,12096,2006-12-03,1972-07-07,4532,135,0,,ACH,Paid,0.0,30
2946,13692,1982-03-17,1975-07-23,4582,28,522,1995-02-06,Bank Transfer,Pending,0.0,0
2947,12620,2007-05-22,1996-08-02,3676,27,3492,,,paid,,5
2948,11205,2013-08-18,1998-09-23,810,76,772,,,paid,0.0,0
2949,14665,2017-03-06,2009-08-21,3422,111,2160,,Debit Card,Paid,,10
2950,4511,1977-03-06,1972-08-17,4264,170,5610,1992-07-24,,Pending,1.0,-3
2951,5051,1988-02-06,1984-12-09,3488,48,3907,,Bank Transfer,paid,,-3
2952,7475,1999-09-19,1986-02-22,3017,110,3295,1994-05-13,ACH,,0.0,0
2953,4262,1978-12-22,2012-12-26,4776,136,2609,,ACH,,,0
2954,3299,1988-05-15,1983-03-27,4649,115,5347,,Bank Transfer,paid,1.0,5
2955,3349,1994-12-20,1974-11-05,1414,68,2845,2008-07-17,Bank Transfer,Pending,0.0,0
2956,1611,2005-04-14,2022-12-13,4831,192,1163,2002-06-12,Debit Card,paid,,0
2957,2698,1993-01-08,1970-08-24,2656,139,3359,1997-07-03,ACH,Pending,,10
2958,9095,1984-06-16,1999-11-10,4120,80,4209,,bank transfer,Pending,,10
2959,1387,1990-01-21,1990-11-08,938,26,5319,1983-09-07,ACH,Pending,0.0,-3
2960,1712,2013-11-05,1994-06-16,2696,25,878,,bank transfer,Paid,0.0,-3
2961,10148,2021-03-03,1979-10-01,3089,198,2951,,Debit Card,Pending,1.0,-3
2962,15145,1999-04-11,2016-06-10,2525,75,5485,,Debit Card,,,5
2963,13811,2017-12-26,1987-03-01,2971,71,112,1980-04-16,Bank Transfer,Pending,0.0,5
2964,7300,1970-01-24,1998-07-10,3222,33,4989,,Bank Transfer,,,5
2965,13972,2016-11-18,2010-12-02,3105,58,5022,,bank transfer,Pending,1.0,0
2966,14677,2024-09-11,1977-03-09,2604,71,96,,Bank Transfer,Pending,,5
2967,7338,2021-08-02,1983-07-16,817,132,5325,,bank transfer,paid,1.0,0
2968,13684,1983-01-31,2016-07-28,3886,166,4117,,Debit Card,paid,,5
2969,2663,1974-02-28,2002-03-25,2774,105,4299,2004-12-19,Debit Card,paid,1.0,30
2970,3536,1976-11-19,1996-05-21,3657,124,691,,Bank Transfer,paid,1.0,-3
2971,796,2023-07-02,1972-05-02,2090,85,719,2019-10-30,ACH,,0.0,5
2972,4858,2004-04-04,2023-01-09,2540,196,5176,,Bank Transfer,,1.0,10
2973,3645,1982-11-23,2017-09-26,646,193,5253,,ACH,paid,0.0,0
2974,13236,1997-12-16,1997-11-22,1704,90,2335,1978-05-07,Bank Transfer,,0.0,10
2975,9794,2020-02-07,1980-09-28,4901,61,561,,ACH,paid,,-3
2976,4684,2026-01-04,2016-01-26,3923,178,4566,2018-10-08,Debit Card,Paid,1.0,0
2977,1494,2015-10-08,2007-12-25,4981,134,1034,,,,,10
2978,3375,2009-07-07,2019-12-22,3048,67,4698,2010-01-28,,paid,0.0,30
2979,6763,2023-03-25,2016-03-13,4787,162,3876,1978-09-11,Debit Card,Pending,,30
2980,1532,2004-06-10,2007-07-20,3193,119,3401,2020-12-24,bank transfer,Pending,,0
2981,7537,1983-10-18,1977-06-02,3894,33,802,2016-04-09,,paid,1.0,30
2982,11631,1987-07-21,1982-03-17,774,166,3823,,bank transfer,paid,,0
2983,7716,2013-07-19,1999-10-10,2830,113,5464,,Bank Transfer,paid,0.0,30
2984,563,1991-11-26,1996-06-12,4944,85,1647,,Bank Transfer,,0.0,-3
2985,4073,2008-07-28,1994-03-07,1101,120,934,,Debit Card,Paid,,5
2986,6641,1988-09-09,1980-07-21,607,45,139,,Bank Transfer,Pending,1.0,10
2987,2791,1979-06-03,1974-08-25,3264,200,4129,,bank transfer,Pending,,-3
2988,4794,1983-03-14,2016-06-20,4316,118,5376,,bank transfer,Paid,,5
2989,9327,1977-04-30,2017-06-03,4724,135,4129,,bank transfer,,0.0,10
2990,10323,2010-01-29,1972-09-07,3344,68,2828,2008-04-12,ACH,paid,,-3
2991,14631,1998-06-01,2012-05-14,1082,60,640,1974-05-16,bank transfer,paid,,-3
2992,7943,1988-12-21,1970-04-24,2955,121,1542,,,paid,1.0,10
2993,9112,2023-02-03,2015-12-27,3903,111,3213,,,,0.0,5
2994,1114,1974-04-04,1985-02-25,1397,86,4735,,Bank Transfer,paid,1.0,5
2995,6114,1972-01-04,2016-10-17,4448,48,4564,,,Pending,,-3
2996,6102,1989-06-30,2020-09-22,3726,176,2932,,ACH,,,30
2997,12772,2025-08-22,2020-01-16,4592,76,2475,,bank transfer,paid,1.0,10
2998,12668,2012-07-09,1996-08-16,4966,112,3755,1983-08-23,ACH,Paid,,-3
2999,11811,1981-03-24,2024-12-02,1246,121,353,,,paid,,5
3000,14583,1973-03-08,1999-09-14,1494,109,872,,ACH,paid,0.0,10
3001,7328,2001-03-03,2018-06-06,4755,53,3812,2005-08-20,Debit Card,Pending,0.0,5
3002,1620,1972-07-30,1998-03-26,4341,131,2677,,,,0.0,10
3003,9572,1992-08-17,1977-02-18,1429,87,5645,,Debit Card,Paid,,10
3004,6683,1974-09-29,2023-02-06,1711,79,3422,2022-01-12,Debit Card,paid,0.0,0
3005,10475,1983-12-06,2014-07-28,1320,60,2216,,ACH,Pending,0.0,5
3006,6641,2022-08-05,1972-06-04,1466,92,1565,,Bank Transfer,paid,0.0,0
3007,2480,1971-06-06,1987-04-20,1885,169,2271,,Debit Card,,,10
3008,14605,2025-06-05,1977-09-28,1805,172,3705,,,paid,,-3
3009,5293,1994-02-21,1977-08-27,1790,181,5813,2015-05-24,Debit Card,Paid,1.0,0
3010,8150,2007-11-23,2024-09-17,3243,62,1563,,ACH,,0.0,5
3011,23,1988-11-27,2015-02-16,4649,93,2522,,,Paid,,30
3012,5239,2016-01-25,2011-05-22,2087,139,5684,,Debit Card,Paid,1.0,0
3013,122,2001-09-02,1984-02-27,2977,101,4835,2005-04-20,Debit Card,paid,1.0,-3
3014,13640,1975-05-12,1989-11-17,1698,47,1466,1984-12-05,,Pending,0.0,10
3015,13282,2002-02-24,2006-07-08,741,175,1730,2021-06-16,ACH,,0.0,0
3016,293,1985-12-30,1981-11-01,4806,194,1577,,ACH,Paid,0.0,5
3017,2151,2019-05-03,2013-02-11,3479,136,1900,1976-05-31,,Paid,0.0,30
3018,15171,1979-11-25,1978-11-20,3594,113,345,1983-02-02,bank transfer,paid,0.0,0
3019,3132,1994-11-06,1982-06-06,1716,152,5761,,ACH,Paid,1.0,0
3020,13532,1994-06-03,1989-09-04,2415,83,3284,2017-09-05,ACH,Pending,,30
3021,5566,1989-03-23,2011-07-17,1609,111,1599,,,Paid,,30
3022,6952,2005-12-24,1984-09-29,2320,76,937,,bank transfer,paid,,5
3023,7603,2009-03-09,1970-10-28,3030,64,1204,,Debit Card,,,0
3024,4797,2000-03-06,1976-02-17,1291,23,185,,,Pending,1.0,5
3025,14186,2019-08-08,1979-11-10,4666,54,5971,,Bank Transfer,Paid,1.0,5
3026,2429,1997-03-04,2018-12-25,1476,117,4745,,,paid,0.0,10
3027,4735,1972-12-24,1975-09-28,2586,185,3837,,bank transfer,Paid,1.0,30
3028,13858,2016-02-21,1974-09-28,3445,125,500,,ACH,paid,,30
3029,14718,2020-07-13,2017-04-05,2419,144,3659,,Debit Card,,,-3
3030,4253,1994-07-18,2017-03-06,2754,130,792,1971-02-12,bank transfer,paid,,0
3031,6758,2025-11-02,1989-07-22,2774,127,3407,,Bank Transfer,,1.0,10
3032,933,2018-12-16,1987-11-20,4531,132,4805,1976-09-25,Bank Transfer,Pending,0.0,30
3033,7080,2025-09-14,2021-05-20,2112,46,3849,2006-11-02,Debit Card,,1.0,30
3034,10946,2012-06-07,1992-12-08,2353,170,5300,,Debit Card,Pending,0.0,10
3035,10923,2019-10-08,1970-08-01,662,58,5018,2009-02-02,Bank Transfer,paid,,10
3036,10912,2012-08-08,2008-06-29,3178,87,2908,,Debit Card,Paid,,-3
3037,7316,1971-06-17,2009-12-01,3969,70,4272,,Debit Card,Paid,0.0,-3
3038,724,2006-03-21,1986-08-17,4668,131,2707,,,Pending,,10
3039,10553,2007-01-09,2006-01-14,1672,140,5480,1973-08-12,,paid,0.0,-3
3040,7496,1988-09-23,1995-06-26,4971,174,3469,,Debit Card,Paid,1.0,5
3041,2844,2016-06-30,1977-08-26,2218,141,3831,1974-04-05,ACH,,0.0,0
3042,1918,2003-01-09,2009-05-04,4421,96,3506,,Bank Transfer,Pending,0.0,0
3043,11143,2011-10-15,1990-02-19,3792,173,5635,,,Pending,0.0,30
3044,751,1986-05-06,2025-09-11,1047,124,5006,,,paid,,5
3045,10968,1984-09-17,1973-03-24,901,199,5863,,ACH,Paid,,5
3046,12443,2017-07-17,1993-04-11,1146,66,1132,,bank transfer,Pending,,0
3047,1873,1972-03-16,1979-11-10,2354,167,836,,bank transfer,,0.0,0
3048,13051,2006-09-22,2000-05-13,3514,71,5691,,Debit Card,Pending,,10
3049,4197,1973-11-01,2020-10-14,3253,97,3283,1984-06-26,bank transfer,,0.0,-3
3050,899,1970-11-03,2014-10-26,2788,22,4496,2007-11-26,Bank Transfer,,,10
3051,8849,1983-02-01,1978-11-03,1909,91,3149,,Debit Card,Pending,0.0,0
3052,503,1974-11-17,2022-10-16,1317,100,1030,1986-06-02,ACH,,0.0,30
3053,5707,2007-08-11,1984-02-10,1274,71,781,,Debit Card,paid,0.0,0
3054,7425,2023-11-21,1994-10-01,782,162,4463,,Debit Card,paid,,-3
3055,5560,2013-01-29,1975-11-10,2853,25,557,,Bank Transfer,Pending,1.0,0
3056,4752,1979-01-27,1980-03-05,3115,41,4877,1986-11-30,ACH,paid,0.0,30
3057,9079,1988-09-12,2009-08-12,2501,120,105,,ACH,paid,,0
3058,13811,1981-08-27,1977-11-10,1308,88,4658,,Bank Transfer,Paid,,0
3059,4074,2001-02-14,1981-05-01,1031,76,334,1989-11-12,Bank Transfer,Pending,1.0,10
3060,2670,2013-07-31,1996-09-15,1985,45,3644,,ACH,,,5
3061,9446,2020-07-24,2025-06-10,1367,34,3949,,Debit Card,paid,1.0,-3
3062,6587,2000-06-17,2011-03-28,906,54,4247,2006-09-25,ACH,Paid,1.0,30
3063,12910,2023-01-05,1987-12-06,561,174,988,2011-05-16,ACH,Paid,1.0,30
3064,7538,2014-08-10,1972-11-07,736,71,3187,,ACH,Pending,1.0,5
3065,14099,1977-04-02,1976-01-24,4167,33,5376,1989-11-04,bank transfer,paid,1.0,0
3066,5453,1972-12-02,1989-08-29,4728,171,4004,1995-07-29,Debit Card,paid,0.0,30
3067,12280,1998-02-23,2007-01-27,2864,81,5576,,,paid,0.0,-3
3068,1675,1970-01-01,1979-04-06,3521,120,2788,,,paid,1.0,0
3069,5647,1972-04-30,1978-01-04,4238,138,1211,,bank transfer,Paid,1.0,10
3070,4570,1986-02-09,2008-10-31,1971,179,4793,1983-04-18,bank transfer,Pending,,10
3071,14441,2013-09-13,1979-09-11,2337,68,2265,,,Pending,1.0,5
3072,2031,2014-10-25,2018-01-03,4819,73,4029,1977-08-21,,,0.0,30
3073,3012,1995-07-18,2001-03-27,2422,189,4588,2010-11-02,Bank Transfer,Paid,,0
3074,13056,1982-10-08,1975-04-05,4569,168,3612,,Bank Transfer,paid,0.0,-3
3075,7958,1995-10-17,2020-02-05,4712,21,2462,,bank transfer,paid,,5
3076,5375,2001-11-13,2000-04-20,2169,58,1335,,,paid,1.0,0
3077,5877,2019-09-17,2016-04-30,2638,192,525,,Bank Transfer,Pending,,10
3078,14658,2008-07-19,2002-11-03,722,69,4236,,,Pending,1.0,-3
3079,14583,2023-07-23,1996-07-20,4861,160,989,2006-07-18,Bank Transfer,,1.0,-3
3080,12038,1994-02-24,1980-08-19,869,33,2622,,Debit Card,Paid,1.0,0
3081,13699,1976-02-22,2001-07-09,949,170,4847,1973-04-26,ACH,Pending,,5
3082,10166,2020-04-19,2002-03-19,526,198,5981,,bank transfer,Paid,0.0,10
3083,5992,2013-06-06,2006-05-13,3626,200,2304,1985-08-05,ACH,paid,0.0,30
3084,1653,2019-01-18,2012-05-22,4490,120,2303,,,paid,0.0,5
3085,7244,1985-09-06,1981-09-05,1027,186,5792,,ACH,Pending,,5
3086,6949,2000-09-23,2019-11-06,1183,112,4606,,Debit Card,Pending,0.0,5
3087,9877,2000-10-12,1995-11-16,1992,133,1118,1997-05-08,Debit Card,paid,1.0,30
3088,2870,2012-10-24,2007-09-16,2670,92,227,,Bank Transfer,Paid,0.0,5
3089,4674,2014-02-15,2012-04-09,542,162,3530,,ACH,Pending,,30
3090,7187,2011-07-14,2014-02-19,2498,62,1128,,ACH,Paid,0.0,10
3091,4585,2025-08-07,1974-03-22,2002,142,208,,Bank Transfer,Pending,1.0,0
3092,9784,2004-09-30,1989-10-20,1067,177,3799,1995-02-08,bank transfer,paid,,30
3093,8648,1974-09-28,2008-04-25,2736,197,663,1994-01-06,Debit Card,Pending,,30
3094,13790,1990-10-08,2005-04-27,3826,178,4908,,Debit Card,,,10
3095,4596,1978-08-29,1976-11-17,1494,177,1855,,,,,0
3096,1797,1984-11-08,2004-07-28,2445,83,4385,,,,0.0,-3
3097,4074,1992-05-16,1977-09-17,1194,53,3697,2020-06-21,Debit Card,Pending,,30
3098,10029,2017-08-10,2025-10-04,2849,139,2472,1987-05-28,Debit Card,paid,,30
3099,1491,2006-05-24,1973-01-27,2556,33,3050,2024-08-12,ACH,Pending,0.0,0
3100,11177,2004-01-13,1999-05-19,4173,85,2385,,,paid,1.0,0
3101,9068,1997-12-17,2013-05-28,970,141,3743,,Debit Card,Paid,,5
3102,56,1970-08-19,1980-08-14,2297,110,387,,Debit Card,Paid,1.0,-3
3103,3326,2005-05-06,1977-05-17,1930,185,3310,,bank transfer,paid,1.0,0
3104,13607,2007-10-13,2016-09-08,2241,163,5415,,Bank Transfer,paid,1.0,10
